Line-ID,Machine-ID,Start-Time,End-Time,Category Defect,Sub-Category Defect,Down-Time
Line-12,Machine-36,18-01-2025 23:15,19-01-2025 00:05,Electrical Defect,Relay Contactor,50.08929825
Line-12,Machine-36,31-01-2025 05:30,31-01-2025 05:49,Electrical Defect,CNC CPU,19.20759964
Line-12,Machine-36,06-02-2025 03:28,06-02-2025 03:37,Electrical Defect,Relay Contactor,9.000900269
Line-12,Machine-36,08-02-2025 01:45,08-02-2025 02:00,Electrical Defect,Relay Contactor,14.99786663
Line-12,Machine-36,16-02-2025 02:00,16-02-2025 02:25,Electrical Defect,CNC power supply Module,24.99164963
Line-12,Machine-36,17-02-2025 03:00,17-02-2025 03:15,Electrical Defect,Wheel Balancer,14.9961338
Line-12,Machine-36,17-02-2025 02:30,17-02-2025 03:00,Electrical Defect,CNC power supply Module,29.99986649
Line-12,Machine-36,20-03-2025 01:00,20-03-2025 01:30,Electrical Defect,Relay Contactor,29.99383354
Line-12,Machine-36,25-03-2025 00:00,25-03-2025 00:16,Electrical Defect,CNC power supply Module,16.00878334
Line-12,Machine-36,31-03-2025 00:36,31-03-2025 00:48,Electrical Defect,Loose connection,11.95775032
Line-12,Machine-36,12-04-2025 05:00,12-04-2025 05:20,Electrical Defect,Relay Contactor,20.00925064
Line-12,Machine-37,09-12-2024 12:10,09-12-2024 12:35,Electrical Defect,Sensor Setting,25.00094986
Line-12,Machine-37,17-12-2024 14:00,17-12-2024 14:25,Electrical Defect,Wheel Balancer,24.99646759
Line-12,Machine-37,25-12-2024 06:00,25-12-2024 11:00,Electrical Defect,Relay Contactor,300.1810913
Line-12,Machine-37,03-01-2025 06:00,03-01-2025 06:23,Electrical Defect,Wheel Balancer,22.99090004
Line-12,Machine-37,07-01-2025 06:54,07-01-2025 07:02,Electrical Defect,Relay Contactor,8.005599976
Line-12,Machine-37,10-01-2025 13:00,10-01-2025 13:22,Electrical Defect,Relay Contactor,22.00063324
Line-12,Machine-37,10-01-2025 07:00,10-01-2025 07:20,Electrical Defect,CNC CPU,20.00731659
Line-12,Machine-37,11-01-2025 13:23,11-01-2025 13:33,Electrical Defect,Relay Contactor,9.996600151
Line-12,Machine-37,22-01-2025 12:00,22-01-2025 12:30,Electrical Defect,Relay Contactor,29.98728371
Line-12,Machine-37,10-02-2025 06:05,10-02-2025 06:40,Electrical Defect,Sensor Setting,35.00893402
Line-12,Machine-37,19-02-2025 06:00,19-02-2025 06:23,Electrical Defect,Relay Contactor,22.99661636
Line-12,Machine-37,23-02-2025 13:35,23-02-2025 13:42,Electrical Defect,Relay Contactor,6.995666504
Line-12,Machine-37,24-02-2025 13:00,24-02-2025 13:15,Electrical Defect,Relay Contactor,14.98750019
Line-12,Machine-37,24-02-2025 13:45,24-02-2025 14:22,Electrical Defect,Relay Contactor,37.75511551
Line-12,Machine-37,09-03-2025 06:00,09-03-2025 06:10,Electrical Defect,Relay Contactor,9.990750313
Line-12,Machine-37,13-03-2025 07:00,13-03-2025 07:10,Electrical Defect,Relay Contactor,10.00566673
Line-12,Machine-37,20-03-2025 12:30,20-03-2025 13:10,Electrical Defect,Loose connection,40.00066757
Line-12,Machine-37,03-04-2025 12:30,03-04-2025 12:40,Electrical Defect,Relay Contactor,9.999533653
Line-12,Machine-37,07-04-2025 12:00,07-04-2025 12:10,Electrical Defect,Relay Contactor,9.994549751
Line-12,Machine-37,09-04-2025 08:10,09-04-2025 09:45,Electrical Defect,Loose connection,95.75753021
Line-12,Machine-37,25-04-2025 08:00,25-04-2025 08:15,Electrical Defect,Relay Contactor,15.0041666
Line-12,Machine-37,26-04-2025 12:00,26-04-2025 12:10,Electrical Defect,Relay Contactor,10.00940037
Line-12,Machine-37,28-04-2025 06:00,28-04-2025 13:55,Electrical Defect,Relay Contactor,475.2358704
Line-12,Machine-37,01-05-2025 06:00,01-05-2025 09:30,Electrical Defect,Wheel Balancer,210.7941132
Line-12,Machine-37,12-11-2024 14:30,12-11-2024 15:30,Electrical Defect,Sensor Setting,59.79931641
Line-12,Machine-37,19-11-2024 20:20,19-11-2024 21:00,Electrical Defect,Relay Contactor,39.99786758
Line-12,Machine-37,19-11-2024 18:30,19-11-2024 18:45,Electrical Defect,Lubrication,14.99453354
Line-12,Machine-37,20-11-2024 21:53,20-11-2024 22:08,Electrical Defect,Relay Contactor,14.99938297
Line-12,Machine-37,25-11-2024 16:27,25-11-2024 16:35,Electrical Defect,Relay Contactor,7.991549969
Line-12,Machine-37,26-11-2024 15:20,26-11-2024 15:40,Electrical Defect,Sensor Setting,20.18438339
Line-12,Machine-37,09-12-2024 14:45,09-12-2024 15:09,Electrical Defect,Relay Contactor,24.00359917
Line-12,Machine-37,12-12-2024 15:00,12-12-2024 15:10,Electrical Defect,Relay Contactor,10.01245022
Line-12,Machine-37,13-12-2024 19:57,13-12-2024 20:08,Electrical Defect,Relay Contactor,11.00926685
Line-12,Machine-37,14-12-2024 20:00,14-12-2024 20:10,Electrical Defect,Relay Contactor,9.992233276
Line-12,Machine-37,16-12-2024 19:58,16-12-2024 20:04,Electrical Defect,Relay Contactor,5.993383408
Line-12,Machine-37,17-12-2024 17:40,17-12-2024 18:00,Electrical Defect,Relay Contactor,20.5543499
Line-12,Machine-37,17-12-2024 19:20,17-12-2024 21:04,Electrical Defect,Relay Contactor,104.5439301
Line-12,Machine-37,17-12-2024 22:10,17-12-2024 22:17,Electrical Defect,Relay Contactor,7.614799976
Line-12,Machine-37,17-12-2024 21:27,17-12-2024 21:38,Electrical Defect,Sensor Setting,11.31334972
Line-12,Machine-37,02-01-2025 14:30,02-01-2025 14:52,Electrical Defect,Relay Contactor,22.01029968
Line-12,Machine-37,04-01-2025 15:30,04-01-2025 15:53,Electrical Defect,Relay Contactor,22.99306679
Line-12,Machine-37,10-01-2025 18:10,10-01-2025 19:02,Electrical Defect,Relay Contactor,51.98558426
Line-12,Machine-37,10-01-2025 21:18,10-01-2025 22:37,Electrical Defect,Relay Contactor,79.2518692
Line-12,Machine-37,11-01-2025 14:30,11-01-2025 15:14,Electrical Defect,Wheel Head,43.99679947
Line-12,Machine-37,18-01-2025 16:00,18-01-2025 16:10,Electrical Defect,Wheel Balancer,10.01106644
Line-12,Machine-37,06-02-2025 19:16,06-02-2025 19:40,Electrical Defect,Lubrication,24.14356613
Line-12,Machine-37,06-02-2025 14:41,06-02-2025 15:02,Electrical Defect,CNC power supply Module,21.01181602
Line-12,Machine-37,14-02-2025 21:00,14-02-2025 21:30,Electrical Defect,Relay Contactor,30.00543404
Line-12,Machine-37,15-02-2025 18:00,15-02-2025 18:06,Electrical Defect,Relay Contactor,6.007216454
Line-12,Machine-37,16-02-2025 15:00,16-02-2025 15:10,Electrical Defect,Relay Contactor,10.00049973
Line-12,Machine-37,21-02-2025 21:00,21-02-2025 21:35,Electrical Defect,GE Unit,35.30721664
Line-12,Machine-37,24-02-2025 14:50,24-02-2025 16:00,Electrical Defect,Robot,70.00331879
Line-12,Machine-37,25-02-2025 16:10,25-02-2025 16:34,Electrical Defect,Sensor Setting,23.19496727
Line-12,Machine-37,29-03-2025 18:00,29-03-2025 18:10,Electrical Defect,Relay Contactor,10.00790024
Line-12,Machine-37,10-04-2025 14:12,10-04-2025 14:30,Electrical Defect,Cylinder malfunction,17.99690056
Line-12,Machine-37,12-11-2024 23:15,13-11-2024 00:50,Electrical Defect,Robot,94.98773193
Line-12,Machine-37,14-11-2024 00:00,14-11-2024 00:30,Electrical Defect,Robot,29.99975014
Line-12,Machine-37,14-11-2024 01:00,14-11-2024 01:22,Electrical Defect,Robot,21.99583244
Line-12,Machine-37,17-11-2024 00:00,17-11-2024 00:06,Electrical Defect,Relay Contactor,5.995649815
Line-12,Machine-37,01-12-2024 23:00,01-12-2024 23:28,Electrical Defect,Relay Contactor,27.99264908
Line-12,Machine-37,13-12-2024 04:22,13-12-2024 04:40,Electrical Defect,Proximity switch,17.99186707
Line-12,Machine-37,15-12-2024 01:25,15-12-2024 01:45,Electrical Defect,Loose connection,20.61068344
Line-12,Machine-37,25-12-2024 02:00,25-12-2024 06:00,Electrical Defect,Wheel spindle,240.0056
Line-12,Machine-37,30-12-2024 23:00,30-12-2024 23:15,Electrical Defect,Wheel Balancer,15.00698376
Line-12,Machine-37,03-01-2025 23:00,03-01-2025 23:40,Electrical Defect,Relay Contactor,40.00051498
Line-12,Machine-37,04-01-2025 02:40,04-01-2025 03:30,Electrical Defect,Loose connection,50.00053406
Line-12,Machine-37,17-01-2025 01:56,17-01-2025 02:08,Electrical Defect,Lubrication,11.99750042
Line-12,Machine-37,02-02-2025 05:30,02-02-2025 05:45,Electrical Defect,Wheel Balancer,15.00520039
Line-12,Machine-37,07-02-2025 00:10,07-02-2025 00:25,Electrical Defect,Relay Contactor,14.99978352
Line-12,Machine-37,15-02-2025 00:10,15-02-2025 00:19,Electrical Defect,Wheel Balancer,9.004533768
Line-12,Machine-37,15-02-2025 02:30,15-02-2025 02:40,Electrical Defect,Wheel Balancer,10.00453377
Line-12,Machine-37,16-02-2025 05:00,16-02-2025 05:20,Electrical Defect,Relay Contactor,20.00051689
Line-12,Machine-37,23-02-2025 02:00,23-02-2025 02:30,Electrical Defect,Sensor Setting,30.00373268
Line-12,Machine-37,21-03-2025 00:00,21-03-2025 00:15,Electrical Defect,Relay Contactor,14.99063301
Line-12,Machine-37,17-04-2025 00:30,17-04-2025 01:08,Electrical Defect,Relay Contactor,38.5695343
Line-12,Machine-37,27-04-2025 23:05,28-04-2025 06:00,Electrical Defect,Wheel Balancer,415.8048096
Line-12,Machine-37,29-04-2025 00:17,29-04-2025 01:14,Electrical Defect,Wheel Balancer,57.4638176
Line-12,Machine-38,10-11-2024 11:30,10-11-2024 11:50,Electrical Defect,Gauge head,20.47514915
Line-12,Machine-38,16-11-2024 14:10,16-11-2024 14:30,Electrical Defect,Gauge unit,20.00693321
Line-12,Machine-38,02-12-2024 09:30,02-12-2024 09:50,Electrical Defect,Relay Contactor,20.00058365
Line-12,Machine-38,02-12-2024 10:22,02-12-2024 11:22,Electrical Defect,Relay Contactor,60.00310135
Line-12,Machine-38,02-12-2024 11:30,02-12-2024 12:10,Electrical Defect,Relay Contactor,40.00120163
Line-12,Machine-38,12-12-2024 06:14,12-12-2024 06:30,Electrical Defect,Gauge Amplifier,16.00239944
Line-12,Machine-38,12-12-2024 07:30,12-12-2024 07:49,Electrical Defect,Gauge Amplifier,18.99774933
Line-12,Machine-38,16-12-2024 14:08,16-12-2024 14:30,Electrical Defect,Gauge Amplifier,22.00821686
Line-12,Machine-38,22-12-2024 08:00,22-12-2024 08:10,Electrical Defect,Relay Contactor,10.00001621
Line-12,Machine-38,13-01-2025 08:20,13-01-2025 08:30,Electrical Defect,Relay Contactor,9.995266914
Line-12,Machine-38,13-01-2025 08:38,13-01-2025 09:20,Electrical Defect,Demag unit,42.00434875
Line-12,Machine-38,15-01-2025 14:00,15-01-2025 14:03,Electrical Defect,Robot,3.202533245
Line-12,Machine-38,03-02-2025 07:00,03-02-2025 09:10,Electrical Defect,Relay Contactor,130.1887665
Line-12,Machine-38,08-02-2025 07:30,08-02-2025 08:00,Electrical Defect,Robot,30.00091743
Line-12,Machine-38,21-02-2025 06:00,21-02-2025 06:10,Electrical Defect,Relay Contactor,9.990133286
Line-12,Machine-38,21-02-2025 13:03,21-02-2025 13:52,Electrical Defect,Relay Contactor,48.99383163
Line-12,Machine-38,23-02-2025 13:00,23-02-2025 13:10,Electrical Defect,Relay Contactor,10.00006676
Line-12,Machine-38,06-03-2025 06:20,06-03-2025 06:35,Electrical Defect,Robot,14.99586678
Line-12,Machine-38,07-03-2025 10:30,07-03-2025 11:13,Electrical Defect,Relay Contactor,42.99905014
Line-12,Machine-38,09-03-2025 10:30,09-03-2025 11:00,Electrical Defect,Relay Contactor,30.00349998
Line-12,Machine-38,09-03-2025 11:45,09-03-2025 11:56,Electrical Defect,Relay Contactor,11.00011635
Line-12,Machine-38,04-04-2025 11:34,04-04-2025 12:30,Electrical Defect,Relay Contactor,55.99449921
Line-12,Machine-38,21-04-2025 11:00,21-04-2025 12:00,Electrical Defect,Interlocking Alarm,59.99931717
Line-12,Machine-38,26-04-2025 09:06,26-04-2025 09:33,Electrical Defect,Relay Contactor,27.05565071
Line-12,Machine-38,13-11-2024 19:19,13-11-2024 19:29,Electrical Defect,Robot,10.10796642
Line-12,Machine-38,13-11-2024 20:25,13-11-2024 20:35,Electrical Defect,Robot,10.11674976
Line-12,Machine-38,13-11-2024 21:03,13-11-2024 22:13,Electrical Defect,Robot,70.16883087
Line-12,Machine-38,13-11-2024 22:35,13-11-2024 23:00,Electrical Defect,Robot,25.15485001
Line-12,Machine-38,15-11-2024 16:15,15-11-2024 16:50,Electrical Defect,Relay Contactor,35.00546646
Line-12,Machine-38,15-11-2024 14:40,15-11-2024 15:50,Electrical Defect,Workrest Fixture,70.00536346
Line-12,Machine-38,16-11-2024 14:30,16-11-2024 15:00,Electrical Defect,Gauge unit,30.01093292
Line-12,Machine-38,17-11-2024 20:30,17-11-2024 20:55,Electrical Defect,Wheel spindle,25.01239967
Line-12,Machine-38,20-11-2024 20:20,20-11-2024 20:35,Electrical Defect,Relay Contactor,15.00108337
Line-12,Machine-38,27-11-2024 17:30,27-11-2024 17:50,Electrical Defect,Relay Contactor,20.00156593
Line-12,Machine-38,02-12-2024 15:40,02-12-2024 16:15,Electrical Defect,Robot,34.99520111
Line-12,Machine-38,11-12-2024 22:45,11-12-2024 23:00,Electrical Defect,Relay Contactor,14.9980669
Line-12,Machine-38,16-12-2024 14:30,16-12-2024 14:40,Electrical Defect,Relay Contactor,9.995949745
Line-12,Machine-38,15-01-2025 15:00,15-01-2025 16:00,Electrical Defect,Sensor Setting,60.00680161
Line-12,Machine-38,11-02-2025 16:55,11-02-2025 17:30,Electrical Defect,Relay Contactor,35.64770126
Line-12,Machine-38,12-02-2025 16:00,12-02-2025 16:20,Electrical Defect,Relay Contactor,19.99263382
Line-12,Machine-38,12-02-2025 17:00,12-02-2025 17:15,Electrical Defect,Relay Contactor,14.99483299
Line-12,Machine-38,14-02-2025 17:19,14-02-2025 18:08,Electrical Defect,Sensor Setting,49.08100128
Line-12,Machine-38,16-02-2025 17:40,16-02-2025 18:05,Electrical Defect,Relay Contactor,25.01086617
Line-12,Machine-38,08-03-2025 17:40,08-03-2025 18:15,Electrical Defect,Wheel spindle,34.99793243
Line-12,Machine-38,19-03-2025 17:25,19-03-2025 18:00,Electrical Defect,Robot,35.07320023
Line-12,Machine-38,20-03-2025 22:30,20-03-2025 23:00,Electrical Defect,Robot,29.99640083
Line-12,Machine-38,26-03-2025 19:30,26-03-2025 19:50,Electrical Defect,Relay Contactor,20.00650024
Line-12,Machine-38,19-04-2025 19:30,19-04-2025 20:47,Electrical Defect,Dresser unit,77.14160156
Line-12,Machine-38,23-04-2025 20:00,23-04-2025 21:03,Electrical Defect,Cylinder malfunction,63.00213242
Line-12,Machine-38,27-04-2025 17:33,27-04-2025 19:55,Electrical Defect,Aerolide slide,142.3194427
Line-12,Machine-38,27-04-2025 20:00,27-04-2025 20:32,Electrical Defect,Sensor Setting,32.00393295
Line-12,Machine-38,13-11-2024 23:00,13-11-2024 23:37,Electrical Defect,Robot,36.99734879
Line-12,Machine-38,14-11-2024 02:30,14-11-2024 03:30,Electrical Defect,Robot,59.99653244
Line-12,Machine-38,24-11-2024 23:00,24-11-2024 23:30,Electrical Defect,Gauge head,29.69731712
Line-12,Machine-38,30-11-2024 04:00,30-11-2024 05:00,Electrical Defect,Robot,60.00733185
Line-12,Machine-38,14-12-2024 03:50,14-12-2024 04:20,Electrical Defect,Gauge Amplifier,30.00906754
Line-12,Machine-38,15-12-2024 02:35,15-12-2024 02:50,Electrical Defect,Gauge Amplifier,14.99880028
Line-12,Machine-38,10-01-2025 03:35,10-01-2025 03:55,Electrical Defect,Relay Contactor,19.99786758
Line-12,Machine-38,17-01-2025 04:00,17-01-2025 04:10,Electrical Defect,Relay Contactor,9.993816376
Line-12,Machine-38,22-01-2025 03:30,22-01-2025 03:45,Electrical Defect,Relay Contactor,15.00346661
Line-12,Machine-38,08-02-2025 00:00,08-02-2025 00:15,Electrical Defect,Relay Contactor,15.00078297
Line-12,Machine-38,08-02-2025 00:40,08-02-2025 01:40,Electrical Defect,Relay Contactor,60.55599976
Line-12,Machine-38,08-02-2025 04:45,08-02-2025 05:36,Electrical Defect,Relay Contactor,51.69604874
Line-12,Machine-38,09-02-2025 02:10,09-02-2025 02:20,Electrical Defect,Relay Contactor,10.00475025
Line-12,Machine-38,21-02-2025 02:10,21-02-2025 02:30,Electrical Defect,Wheel spindle,20.00711632
Line-12,Machine-38,26-02-2025 03:31,26-02-2025 04:40,Electrical Defect,Relay Contactor,69.00306702
Line-12,Machine-38,20-03-2025 23:00,20-03-2025 23:42,Electrical Defect,Relay Contactor,42.00244904
Line-12,Machine-38,25-03-2025 00:20,25-03-2025 00:38,Electrical Defect,CNC power supply Module,18.2844162
Line-12,Machine-38,04-04-2025 01:00,04-04-2025 01:36,Electrical Defect,Relay Contactor,35.99543381
Line-12,Machine-38,04-04-2025 03:00,04-04-2025 03:25,Electrical Defect,Relay Contactor,24.99360085
Line-12,Machine-38,16-04-2025 05:20,16-04-2025 05:49,Electrical Defect,Wheel spindle,29.00799942
Line-12,Machine-39,15-11-2024 06:40,15-11-2024 06:55,Electrical Defect,Relay Contactor,14.99586678
Line-12,Machine-39,15-11-2024 09:20,15-11-2024 10:30,Electrical Defect,Intlet conveyor,70.67041779
Line-12,Machine-39,15-11-2024 11:30,15-11-2024 13:00,Electrical Defect,Intlet conveyor,89.98828125
Line-12,Machine-39,21-11-2024 12:00,21-11-2024 12:30,Electrical Defect,Relay Contactor,30.00676727
Line-12,Machine-39,05-12-2024 06:00,05-12-2024 07:00,Electrical Defect,Relay Contactor,59.99148178
Line-12,Machine-39,06-12-2024 06:00,06-12-2024 06:40,Electrical Defect,Relay Contactor,40.35813522
Line-12,Machine-39,06-12-2024 07:10,06-12-2024 08:04,Electrical Defect,Relay Contactor,54.13413239
Line-12,Machine-39,01-01-2025 08:00,01-01-2025 08:31,Electrical Defect,Sensor Setting,31.10293388
Line-12,Machine-39,11-01-2025 08:00,11-01-2025 08:10,Electrical Defect,Relay Contactor,10.00006676
Line-12,Machine-39,05-02-2025 12:30,05-02-2025 12:53,Electrical Defect,Relay Contactor,23.48119926
Line-12,Machine-39,28-01-2025 15:53,28-01-2025 16:35,Electrical Defect,Relay Contactor,42.79293442
Line-12,Machine-39,25-02-2025 18:10,25-02-2025 18:30,Electrical Defect,Sensor Setting,20.14238358
Line-12,Machine-39,20-11-2024 23:59,21-11-2024 01:10,Electrical Defect,Relay Contactor,71
Line-12,Machine-39,20-11-2024 23:59,21-11-2024 06:00,Electrical Defect,Relay Contactor,361
Line-12,Machine-39,14-12-2024 04:30,14-12-2024 04:50,Electrical Defect,Relay Contactor,19.99653244
Line-12,Machine-39,15-12-2024 05:00,15-12-2024 05:12,Electrical Defect,Relay Contactor,12.73908329
Line-12,Machine-39,20-12-2024 00:30,20-12-2024 01:45,Electrical Defect,Relay Contactor,74.98906708
Line-12,Machine-39,11-01-2025 04:00,11-01-2025 04:30,Electrical Defect,Loose Mountings,30.39788246
Line-12,Machine-39,09-02-2025 04:00,09-02-2025 04:20,Electrical Defect,Relay Contactor,19.99728394
Line-12,Machine-39,12-02-2025 23:45,13-02-2025 00:25,Electrical Defect,Relay Contactor,40.00279999
Line-12,Machine-39,13-02-2025 01:10,13-02-2025 01:30,Electrical Defect,Relay Contactor,19.99773407
Line-12,Machine-39,27-04-2025 00:30,27-04-2025 00:50,Electrical Defect,Sensor Setting,19.99858284
Line-12,Machine-39,27-04-2025 02:30,27-04-2025 02:54,Electrical Defect,Sensor Setting,23.99546623
Line-12,Machine-40,06-11-2024 13:30,06-11-2024 13:40,Electrical Defect,Relay Contactor,10.00269985
Line-12,Machine-40,20-11-2024 13:25,20-11-2024 13:50,Electrical Defect,Chuck Magnet,25.00661659
Line-12,Machine-40,13-12-2024 10:12,13-12-2024 10:28,Electrical Defect,Relay Contactor,15.9991169
Line-12,Machine-40,13-12-2024 10:40,13-12-2024 11:00,Electrical Defect,Relay Contactor,20.00286674
Line-12,Machine-40,02-01-2025 12:20,02-01-2025 13:30,Electrical Defect,Sensor Setting,69.99533081
Line-12,Machine-40,04-01-2025 13:00,04-01-2025 14:00,Electrical Defect,Gauge head,60.01638412
Line-12,Machine-40,10-01-2025 11:15,10-01-2025 11:28,Electrical Defect,Lubrication,13.01598358
Line-12,Machine-40,18-01-2025 12:55,18-01-2025 13:15,Electrical Defect,Demag unit,19.99348259
Line-12,Machine-40,22-01-2025 06:00,22-01-2025 06:31,Electrical Defect,Demag unit,31.00723267
Line-12,Machine-40,27-01-2025 09:00,27-01-2025 09:13,Electrical Defect,Relay Contactor,12.99828339
Line-12,Machine-40,01-02-2025 06:51,01-02-2025 07:01,Electrical Defect,Relay Contactor,10.00273323
Line-12,Machine-40,10-02-2025 11:00,10-02-2025 11:26,Electrical Defect,Relay Contactor,26.71593285
Line-12,Machine-40,11-02-2025 06:00,11-02-2025 06:50,Electrical Defect,Sensor Setting,49.99493408
Line-12,Machine-40,14-02-2025 10:30,14-02-2025 11:30,Electrical Defect,Motor,60.26449966
Line-12,Machine-40,18-02-2025 11:30,18-02-2025 11:40,Electrical Defect,Sensor Setting,10.00988293
Line-12,Machine-40,19-02-2025 08:45,19-02-2025 09:15,Electrical Defect,Wheel spindle,29.99631691
Line-12,Machine-40,20-02-2025 07:50,20-02-2025 08:25,Electrical Defect,Relay Contactor,35.01193237
Line-12,Machine-40,20-02-2025 08:39,20-02-2025 09:05,Electrical Defect,Relay Contactor,25.99550056
Line-12,Machine-40,21-02-2025 08:00,21-02-2025 08:15,Electrical Defect,Relay Contactor,15.00489998
Line-12,Machine-40,24-02-2025 14:00,24-02-2025 14:10,Electrical Defect,Relay Contactor,10.00596714
Line-12,Machine-40,28-02-2025 08:00,28-02-2025 08:30,Electrical Defect,Machine Control Panel,30.18219948
Line-12,Machine-40,01-03-2025 13:00,01-03-2025 14:30,Electrical Defect,Relay Contactor,90
Line-12,Machine-40,02-03-2025 08:20,02-03-2025 09:00,Electrical Defect,Wheel spindle,40.23761749
Line-12,Machine-40,02-03-2025 08:21,02-03-2025 08:56,Electrical Defect,Wheel spindle,34.99953461
Line-12,Machine-40,10-03-2025 08:00,10-03-2025 08:10,Electrical Defect,Relay Contactor,9.985666275
Line-12,Machine-40,11-03-2025 06:00,11-03-2025 07:00,Electrical Defect,Sensor Setting,60.00573349
Line-12,Machine-40,08-04-2025 08:30,08-04-2025 09:00,Electrical Defect,Relay Contactor,29.9951992
Line-12,Machine-40,09-04-2025 06:20,09-04-2025 06:51,Electrical Defect,Relay Contactor,31.17041588
Line-12,Machine-40,09-04-2025 11:40,09-04-2025 12:46,Electrical Defect,Relay Contactor,66.50773621
Line-12,Machine-40,12-04-2025 09:00,12-04-2025 10:20,Electrical Defect,Relay Contactor,80.01026917
Line-12,Machine-40,16-04-2025 06:51,16-04-2025 07:07,Electrical Defect,Wheel spindle,15.98344994
Line-12,Machine-40,30-04-2025 06:55,30-04-2025 07:33,Electrical Defect,Wheel spindle,37.99148178
Line-12,Machine-40,30-04-2025 09:00,30-04-2025 09:20,Electrical Defect,Wheel spindle,19.99493408
Line-12,Machine-40,09-11-2024 14:50,09-11-2024 15:00,Electrical Defect,Demag unit,9.992799759
Line-12,Machine-40,14-11-2024 15:30,14-11-2024 16:00,Electrical Defect,Relay Contactor,29.99959946
Line-12,Machine-40,16-11-2024 20:15,16-11-2024 20:36,Electrical Defect,Relay Contactor,20.99821663
Line-12,Machine-40,25-11-2024 22:00,25-11-2024 22:06,Electrical Defect,Relay Contactor,5.990849972
Line-12,Machine-40,27-11-2024 18:40,27-11-2024 19:10,Electrical Defect,Relay Contactor,29.99614906
Line-12,Machine-40,06-12-2024 20:40,06-12-2024 22:42,Electrical Defect,Robot,122.6428146
Line-12,Machine-40,07-12-2024 15:00,07-12-2024 15:09,Electrical Defect,Robot,8.999333382
Line-12,Machine-40,07-12-2024 16:00,07-12-2024 16:13,Electrical Defect,Robot,12.99633312
Line-12,Machine-40,07-12-2024 17:00,07-12-2024 17:08,Electrical Defect,Robot,8.009016991
Line-12,Machine-40,09-12-2024 21:20,09-12-2024 21:45,Electrical Defect,Relay Contactor,25.00119972
Line-12,Machine-40,09-12-2024 22:00,09-12-2024 22:30,Electrical Defect,Relay Contactor,29.99631691
Line-12,Machine-40,18-12-2024 15:17,18-12-2024 15:40,Electrical Defect,Relay Contactor,23.39760017
Line-12,Machine-40,18-12-2024 17:40,18-12-2024 18:00,Electrical Defect,Relay Contactor,20.00251579
Line-12,Machine-40,20-12-2024 18:20,20-12-2024 18:40,Electrical Defect,Gauge head,19.99626732
Line-12,Machine-40,23-12-2024 17:00,23-12-2024 18:00,Electrical Defect,Dresser unit,60
Line-12,Machine-40,25-12-2024 16:40,25-12-2024 17:19,Electrical Defect,Lubrication,38.25993347
Line-12,Machine-40,01-01-2025 15:30,01-01-2025 15:51,Electrical Defect,Relay Contactor,21.00566673
Line-12,Machine-40,03-01-2025 19:00,03-01-2025 19:45,Electrical Defect,Relay Contactor,44.9978981
Line-12,Machine-40,04-01-2025 19:00,04-01-2025 19:10,Electrical Defect,Relay Contactor,10.00106621
Line-12,Machine-40,09-01-2025 13:00,09-01-2025 13:13,Electrical Defect,Relay Contactor,12.99543381
Line-12,Machine-40,13-01-2025 17:00,13-01-2025 17:30,Electrical Defect,Sensor Setting,30.00906754
Line-12,Machine-40,17-01-2025 21:00,17-01-2025 21:45,Electrical Defect,Relay Contactor,45.00320053
Line-12,Machine-40,18-01-2025 19:00,18-01-2025 19:40,Electrical Defect,Relay Contactor,40.00213242
Line-12,Machine-40,10-02-2025 14:30,10-02-2025 15:10,Electrical Defect,Wheel spindle,40.15058517
Line-12,Machine-40,17-02-2025 16:00,17-02-2025 16:10,Electrical Defect,Relay Contactor,9.995083809
Line-12,Machine-40,22-02-2025 20:30,22-02-2025 20:59,Electrical Defect,Relay Contactor,29.33653259
Line-12,Machine-40,27-02-2025 14:30,27-02-2025 15:41,Electrical Defect,PLC power supply Module,71.02306366
Line-12,Machine-40,01-03-2025 15:32,01-03-2025 16:02,Electrical Defect,Wheel spindle,30.00458336
Line-12,Machine-40,09-03-2025 17:40,09-03-2025 19:00,Electrical Defect,Sensor Setting,80.00813293
Line-12,Machine-40,12-03-2025 16:55,12-03-2025 18:12,Electrical Defect,Sensor Setting,77.01294708
Line-12,Machine-40,13-03-2025 21:37,13-03-2025 23:00,Electrical Defect,Robot,82.99005127
Line-12,Machine-40,26-03-2025 20:00,26-03-2025 20:35,Electrical Defect,Relay Contactor,35.00191498
Line-12,Machine-40,08-04-2025 18:00,08-04-2025 18:25,Electrical Defect,Relay Contactor,25.53881645
Line-12,Machine-40,18-04-2025 17:00,18-04-2025 17:15,Electrical Defect,Sensor Setting,15.00798321
Line-12,Machine-40,21-04-2025 18:35,21-04-2025 18:45,Electrical Defect,Relay Contactor,10.0097332
Line-12,Machine-40,24-04-2025 21:15,24-04-2025 21:30,Electrical Defect,Lubrication,15.56703377
Line-12,Machine-40,25-04-2025 21:30,25-04-2025 21:40,Electrical Defect,Wheel spindle,9.194383621
Line-12,Machine-40,29-04-2025 16:40,29-04-2025 17:20,Electrical Defect,Flow switch,39.99598312
Line-12,Machine-40,29-04-2025 19:45,29-04-2025 20:15,Electrical Defect,Flow switch,29.99921608
Line-12,Machine-40,30-04-2025 15:00,30-04-2025 15:30,Electrical Defect,Relay Contactor,30.01000023
